Id,MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,Condition1,BldgType,HouseStyle,TotalBsmtSF,Foundation,CentralAir,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,TotalBath,GarageCars,GarageArea,WasRemodeled,AgeWhenSold,SalePrice
334,RM,59.0,8198,Reg,NridgHt,Norm,TwnhsE,1Story,1358,PConc,Y,1358,2,6,1,3,2,484,N,4,207000
1109,RL,0.0,8063,Reg,Gilbert,Norm,1Fam,2Story,924,PConc,Y,1690,3,7,1,3,2,463,N,7,181000
261,RL,120.0,19296,Reg,NAmes,Artery,1Fam,SLvl,1362,CBlock,Y,1382,3,6,1,2,2,884,N,47,176000
796,RL,70.0,8400,Reg,SawyerW,Norm,1Fam,2Story,650,CBlock,Y,1564,3,7,1,3,2,476,Y,30,171000
1043,RL,34.0,5381,IR1,NridgHt,Norm,Twnhs,1Story,1306,PConc,Y,1306,1,5,1,3,2,624,N,4,196000
696,RL,54.0,13811,IR1,Timber,Norm,1Fam,1Story,1112,CBlock,Y,1137,2,5,1,3,2,551,N,19,176000
423,RL,100.0,21750,Reg,Mitchel,Artery,1Fam,1Story,988,CBlock,Y,988,2,4,0,1,2,520,N,54,113000
575,RL,70.0,10500,Reg,NAmes,Norm,1Fam,SLvl,372,CBlock,Y,1109,3,5,0,2,1,288,Y,36,139000
1103,RL,70.0,7000,Reg,NAmes,Norm,1Fam,1Story,1010,CBlock,Y,1134,2,6,0,1,1,254,Y,47,135000
622,RL,90.0,10800,Reg,NWAmes,Norm,1Fam,2Story,1522,CBlock,Y,2614,4,9,1,3,2,624,Y,34,240000
203,RL,50.0,7000,Reg,OldTown,Artery,1Fam,1.5Fin,617,BrkTil,Y,1310,2,6,0,2,1,398,Y,82,112000
514,RL,71.0,9187,Reg,Mitchel,Norm,1Fam,1Story,1084,PConc,Y,1080,3,5,0,2,2,484,N,24,134000
569,RL,79.0,12327,IR1,SawyerW,Norm,1Fam,1.5Fin,1496,CBlock,Y,2132,1,5,1,3,2,612,Y,26,316600
1356,RL,102.0,10192,IR1,NWAmes,Norm,1Fam,SLvl,570,CBlock,Y,1920,4,8,1,3,2,487,Y,38,170000
437,RM,40.0,4400,Reg,OldTown,Norm,1Fam,1.5Fin,648,BrkTil,Y,1118,2,6,0,1,2,440,Y,86,116000
28,RL,98.0,11478,Reg,NridgHt,Norm,1Fam,1Story,1704,PConc,Y,1704,3,7,1,3,3,772,Y,3,306000
309,RL,0.0,12342,IR1,Edwards,Norm,1Fam,1Story,861,CBlock,Y,861,1,4,0,1,2,539,Y,69,82500
299,RL,90.0,11700,Reg,NWAmes,Norm,1Fam,2Story,702,CBlock,Y,1743,3,7,1,4,2,539,N,39,175000
228,RM,21.0,1869,Reg,BrDale,Norm,Twnhs,2Story,483,CBlock,Y,987,2,5,0,2,1,280,N,38,106000
1022,RL,64.0,7406,Reg,CollgCr,Norm,1Fam,1Story,1199,PConc,Y,1220,2,6,0,3,2,632,N,0,194000
598,RL,53.0,3922,Reg,Blmngtn,Norm,TwnhsE,1Story,1258,PConc,Y,1402,2,7,1,4,3,648,Y,1,194201
1079,RM,37.0,4435,Reg,CollgCr,Norm,TwnhsE,1Story,848,PConc,Y,848,1,3,1,2,2,420,N,2,155900
1308,RL,60.0,8072,Reg,CollgCr,Norm,1Fam,1Story,990,PConc,Y,990,3,5,0,2,2,480,Y,15,138000
1274,RL,124.0,11512,IR1,Edwards,Norm,1Fam,SLvl,1019,CBlock,Y,1357,2,5,1,2,1,312,Y,49,177000
568,RL,70.0,10171,IR1,NridgHt,Norm,1Fam,1Story,1517,PConc,Y,1535,3,7,0,2,2,532,N,6,214000
377,RL,57.0,8846,IR1,CollgCr,Norm,1Fam,SFoyer,870,PConc,Y,914,2,5,0,1,2,576,N,10,148000
185,RL,92.0,7438,IR1,BrkSide,RRAn,1Fam,1.5Fin,504,PConc,Y,1252,3,5,0,1,2,576,Y,98,127000
296,RL,37.0,7937,IR1,Mitchel,Norm,1Fam,SLvl,1003,CBlock,Y,1003,3,6,0,2,2,588,N,22,142500
1040,RM,21.0,1477,Reg,MeadowV,Norm,TwnhsE,SFoyer,630,CBlock,Y,630,1,3,0,2,1,286,N,39,80000
1226,RL,65.0,10482,Reg,NAmes,Norm,1Fam,SLvl,588,CBlock,Y,1138,3,6,0,2,1,264,N,49,145000
1352,RL,70.0,9247,IR1,NAmes,Norm,1Fam,2Story,858,CBlock,Y,1716,4,8,1,2,2,490,N,46,171000
433,RM,24.0,1920,Reg,BrDale,Norm,TwnhsE,2Story,765,CBlock,Y,1365,2,6,0,3,2,440,N,36,122500
20,RL,70.0,7560,Reg,NAmes,Norm,1Fam,1Story,1029,CBlock,Y,1339,3,6,0,1,1,294,Y,51,139000
713,RL,40.0,4671,IR1,StoneBr,Norm,TwnhsE,1Story,1228,PConc,Y,1228,2,5,1,3,2,472,Y,20,189000
269,RM,71.0,6900,Reg,IDOTRR,Norm,1Fam,1Story,740,CBlock,Y,778,2,4,1,1,1,924,Y,68,120500
465,RL,60.0,8430,Reg,CollgCr,Norm,1Fam,1Story,1040,CBlock,Y,1040,3,5,0,2,0,0,N,31,124000
1031,RH,0.0,7082,Reg,SWISU,Norm,2fmCon,2Story,686,PConc,Y,1928,5,10,0,2,0,0,Y,90,160000
1351,RL,91.0,11643,Reg,NAmes,Artery,Duplex,2Story,1248,CBlock,Y,2634,5,10,0,4,4,968,N,40,200000
1084,RL,80.0,8800,Reg,NAmes,Norm,1Fam,1Story,1251,CBlock,Y,1251,3,6,2,2,1,461,N,42,160000
611,RL,0.0,11050,Reg,CollgCr,PosN,1Fam,2Story,1440,PConc,Y,2153,3,8,2,4,3,736,N,9,313000
1319,RL,0.0,14781,IR2,CollgCr,Norm,1Fam,1Story,1753,PConc,Y,1787,3,7,1,2,3,748,Y,5,275000
621,RL,45.0,8248,Reg,Edwards,Norm,1Fam,1Story,864,BrkTil,N,864,2,5,0,2,0,0,Y,94,67000
19,RL,66.0,13695,Reg,SawyerW,RRAe,1Fam,1Story,1114,PConc,Y,1114,3,6,0,3,2,576,N,4,159000
475,RL,41.0,5330,Reg,StoneBr,Norm,TwnhsE,1Story,1494,PConc,Y,1652,2,6,0,3,2,499,N,7,251000
1091,RL,60.0,8544,Reg,NAmes,Norm,Duplex,1Story,0,Slab,N,1040,2,6,0,2,2,400,N,59,92900
827,RM,50.0,6130,Reg,BrkSide,Norm,1Fam,1.5Unf,784,BrkTil,Y,784,2,5,0,2,0,0,Y,84,109500
54,RL,68.0,30000,IR1,Veenker,Norm,1Fam,1Story,1842,CBlock,Y,1842,1,5,1,3,3,894,Y,25,385000
667,RL,0.0,18450,IR1,NAmes,Norm,1Fam,2Story,1021,CBlock,Y,2380,3,7,1,3,2,596,Y,42,129000
633,RL,85.0,11900,Reg,NWAmes,Norm,1Fam,1Story,1386,CBlock,Y,1411,3,6,1,2,2,544,N,32,82500
323,RL,86.0,10380,IR1,SawyerW,Norm,1Fam,2Story,1502,CBlock,Y,2730,4,8,1,4,2,576,Y,21,301000
48,FV,84.0,11096,Reg,Somerst,Norm,1Fam,1Story,1656,PConc,Y,1656,3,7,0,2,3,826,N,1,249700
435,RM,21.0,1890,Reg,MeadowV,Norm,Twnhs,SFoyer,630,CBlock,Y,630,1,3,0,2,0,0,N,36,81000
320,RL,0.0,14115,Reg,NWAmes,Norm,1Fam,SLvl,1372,CBlock,Y,1472,3,6,2,3,2,588,N,29,187500
663,RL,120.0,13560,Reg,NAmes,Norm,1Fam,1Story,1392,CBlock,Y,1392,2,5,2,2,2,576,N,41,110000
987,RM,59.0,5310,Reg,OldTown,Feedr,1Fam,1.5Fin,485,CBlock,Y,1635,2,5,0,1,1,255,Y,96,117000
1340,RL,120.0,9560,IR1,CollgCr,Norm,1Fam,1Story,864,CBlock,Y,864,3,5,0,1,1,288,N,34,128500
1020,RL,43.0,3013,Reg,Blmngtn,Norm,TwnhsE,1Story,1362,PConc,Y,1506,2,6,1,2,2,440,N,1,213490
555,RL,85.0,10625,Reg,NridgHt,Norm,1Fam,2Story,998,PConc,Y,2046,3,8,1,4,3,871,Y,5,284000
666,RL,106.0,11194,IR1,Gilbert,Norm,1Fam,2Story,1406,PConc,Y,1936,3,7,1,3,2,504,N,6,230500
447,RL,137.0,16492,IR1,NAmes,PosA,1Fam,1Story,1517,CBlock,Y,1888,2,6,1,3,2,578,Y,44,190000
900,RL,65.0,6993,Reg,Sawyer,Feedr,1Fam,1Story,912,CBlock,Y,1236,3,6,1,1,1,288,Y,45,135000
859,RL,80.0,10400,Reg,NWAmes,Norm,1Fam,1Story,1090,CBlock,Y,1370,3,6,1,2,2,479,N,33,152000
343,RL,0.0,8544,Reg,NAmes,Norm,Duplex,1Story,0,Slab,N,1040,2,6,0,2,2,400,Y,57,87500
462,RL,60.0,7200,Reg,SWISU,Feedr,1Fam,2Story,560,PConc,Y,1135,3,6,0,2,2,576,Y,73,155000
141,RL,70.0,10500,Reg,NAmes,Norm,1Fam,1Story,864,CBlock,Y,864,3,5,1,1,0,0,N,39,115000
839,RL,75.0,9525,Reg,CollgCr,Norm,1Fam,1Story,1099,PConc,Y,1099,3,6,0,2,1,352,Y,13,144000
1058,RL,0.0,29959,IR2,NoRidge,Norm,1Fam,2Story,973,PConc,Y,1850,3,7,1,3,2,467,N,15,248000
1286,RM,50.0,6000,Reg,BrkSide,Norm,1Fam,1.5Fin,780,CBlock,Y,1412,4,6,1,1,1,280,Y,70,132500
1451,RL,60.0,9000,Reg,NAmes,Norm,Duplex,2Story,896,CBlock,Y,1792,4,8,0,4,0,0,N,35,136000
1115,RL,90.0,5400,Reg,OldTown,Norm,1Fam,1Story,833,CBlock,Y,833,2,4,0,1,1,326,Y,52,117000
40,RL,65.0,6040,Reg,Edwards,Norm,Duplex,1Story,0,PConc,N,1152,2,6,0,2,0,0,N,53,82000
348,RL,0.0,17600,IR1,NAmes,Norm,1Fam,1Story,1478,CBlock,Y,1478,3,6,2,3,2,498,N,49,157500
205,RM,50.0,3500,Reg,OldTown,Norm,1Fam,1.5Fin,720,CBlock,Y,1284,2,5,0,2,1,240,Y,62,110000
1261,RL,0.0,24682,IR3,Gilbert,RRAn,1Fam,2Story,841,PConc,Y,1675,3,7,1,3,2,502,N,10,181000
949,RL,65.0,14006,IR1,CollgCr,Norm,1Fam,2Story,936,PConc,Y,1776,3,7,1,3,2,474,N,4,192500
3,RL,68.0,11250,IR1,CollgCr,Norm,1Fam,2Story,920,PConc,Y,1786,3,6,1,4,2,608,Y,7,223500
2,RL,80.0,9600,Reg,Veenker,Feedr,1Fam,1Story,1262,CBlock,Y,1262,3,6,1,3,2,460,N,31,181500
1098,RL,0.0,3696,Reg,StoneBr,Norm,TwnhsE,1Story,1074,CBlock,Y,1088,2,5,0,2,2,461,N,21,170000
1018,RL,0.0,5814,IR1,StoneBr,Norm,TwnhsE,1Story,1220,CBlock,Y,1360,1,4,1,2,2,565,N,25,187500
591,RL,64.0,8320,Reg,CollgCr,Norm,1Fam,2Story,770,PConc,Y,1582,3,6,0,3,2,520,N,4,185900
967,RL,130.0,9600,IR1,Crawfor,Norm,1Fam,1.5Fin,728,BrkTil,Y,1308,2,7,2,3,1,256,Y,69,160000
193,RL,68.0,9017,IR1,CollgCr,Norm,1Fam,1Story,1431,PConc,Y,1431,3,6,0,3,2,666,N,10,192000
581,RL,0.0,14585,IR1,NAmes,Norm,1Fam,1Story,1144,CBlock,Y,1429,3,7,2,2,2,572,Y,47,181900
271,FV,84.0,10728,Reg,Somerst,Norm,1Fam,2Story,1095,PConc,Y,1939,3,8,1,3,3,1000,N,0,266000
1258,RL,56.0,4060,Reg,Edwards,Feedr,1Fam,1Story,864,PConc,Y,864,2,4,0,1,0,0,Y,87,99900
59,RL,66.0,13682,IR2,StoneBr,Norm,1Fam,2Story,1410,PConc,Y,2945,3,10,1,4,3,641,N,0,438780
1218,FV,72.0,8640,Reg,Somerst,Norm,1Fam,1Story,1300,PConc,Y,1314,3,6,0,3,2,552,N,0,229456
769,RL,70.0,9100,Reg,CollgCr,Norm,1Fam,1Story,1860,PConc,Y,1836,3,8,1,2,2,484,Y,2,216837
242,RM,40.0,3880,Reg,OldTown,Norm,1Fam,1Story,686,CBlock,Y,866,2,4,0,1,0,0,Y,62,110500
1416,RL,51.0,3635,Reg,Blmngtn,Norm,TwnhsE,1Story,1386,PConc,Y,1569,1,7,1,3,3,660,N,2,175900
770,RL,47.0,30000,IR2,StoneBr,Norm,1Fam,2Story,1650,PConc,Y,3000,4,10,1,4,3,841,N,7,538000
1299,RL,150.0,30000,IR3,Edwards,Feedr,1Fam,2Story,2000,PConc,Y,3000,3,10,2,4,2,1000,N,0,160000
57,FV,24.0,2645,Reg,Somerst,Norm,Twnhs,2Story,970,PConc,Y,1739,3,7,0,4,2,480,Y,10,172500
652,RL,60.0,9084,Reg,Edwards,Artery,1Fam,2Story,755,CBlock,Y,1510,4,7,1,2,1,296,Y,69,108000
580,RM,81.0,12150,Reg,OldTown,Norm,1Fam,1.5Fin,1050,BrkTil,N,1795,4,7,0,2,1,352,N,54,131500
521,RL,60.0,10800,Reg,OldTown,Norm,2fmCon,2Story,0,BrkTil,N,1294,3,7,0,2,0,0,Y,100,106250
826,RL,114.0,14803,Reg,NridgHt,PosN,1Fam,1Story,2000,PConc,Y,2084,2,7,1,3,3,1000,Y,1,385000
645,FV,85.0,9187,Reg,Somerst,Norm,1Fam,1Story,1766,PConc,Y,1766,2,7,1,4,3,478,N,0,370878
643,RL,75.0,13860,Reg,NAmes,Norm,1Fam,SLvl,1952,CBlock,Y,2704,4,9,2,4,2,538,Y,37,345000
30,RM,60.0,6324,IR1,BrkSide,Feedr,1Fam,1Story,520,BrkTil,N,520,1,4,0,1,1,240,Y,81,68500
908,RL,86.0,11500,IR1,Crawfor,Norm,1Fam,1.5Fin,1017,CBlock,Y,2057,3,6,1,2,1,180,Y,70,250000
1167,RL,64.0,10475,IR1,CollgCr,Norm,1Fam,1Story,1694,PConc,Y,1694,3,7,0,2,3,776,N,2,245350
1193,RM,60.0,9600,Reg,OldTown,Norm,1Fam,1.5Fin,702,PConc,Y,1472,3,6,0,1,1,250,Y,82,125000
520,RL,53.0,10918,Reg,Crawfor,Norm,1Fam,2Story,1276,BrkTil,Y,2080,3,9,2,2,1,282,Y,83,234000
362,RL,0.0,9144,Reg,BrkSide,Norm,1Fam,1.5Fin,883,CBlock,Y,1505,3,8,0,2,1,240,Y,68,145000
125,RL,48.0,17043,IR1,NWAmes,Norm,1Fam,1Story,1362,CBlock,Y,1586,3,7,1,2,2,435,Y,30,181000
199,RM,92.0,5520,Reg,OldTown,Norm,1Fam,2.5Fin,755,CBlock,Y,2229,5,8,0,1,0,0,Y,97,104000
788,RL,76.0,10142,IR1,SawyerW,Norm,1Fam,2Story,956,PConc,Y,2084,4,8,0,4,2,618,N,6,233000
1212,RL,150.0,12134,IR1,Gilbert,Norm,1Fam,1.5Fin,559,Wood,Y,1752,4,8,0,2,2,492,Y,22,164000
1076,RL,75.0,13125,Reg,Crawfor,Norm,1Fam,2Story,800,CBlock,Y,1740,3,6,2,2,1,240,Y,67,219500
1238,RL,41.0,12393,IR2,CollgCr,Norm,1Fam,2Story,847,PConc,Y,1948,4,8,1,3,2,434,Y,2,195000
558,C (all),60.0,11040,Reg,IDOTRR,Norm,1Fam,1.5Fin,637,CBlock,Y,1336,3,7,0,2,1,570,Y,86,108000
304,RL,70.0,9800,Reg,CollgCr,Norm,1Fam,1Story,894,PConc,Y,894,3,5,0,2,2,552,N,34,149900
1360,RL,129.0,16737,Reg,NridgHt,Norm,1Fam,1Story,1980,PConc,Y,1980,3,8,1,3,3,770,Y,2,315000
1302,RL,0.0,7500,IR1,Crawfor,Norm,1Fam,2Story,771,CBlock,Y,1494,3,7,2,1,1,213,Y,67,177500
1428,RL,60.0,10930,Reg,NAmes,Artery,1Fam,1.5Fin,913,CBlock,Y,1558,3,6,1,3,1,288,Y,63,140000
1403,RL,64.0,6762,Reg,CollgCr,Norm,1Fam,1Story,1286,PConc,Y,1294,2,6,1,2,2,662,N,0,193879
1224,RL,89.0,10680,Reg,NAmes,Norm,1Fam,1Story,2000,CBlock,N,2136,4,7,0,2,2,528,N,55,137900
1030,RM,21.0,1680,Reg,BrDale,Norm,Twnhs,2Story,672,CBlock,Y,1218,3,7,0,3,1,264,N,34,118000
327,RL,32.0,10846,IR1,Veenker,Norm,TwnhsE,1Story,1719,PConc,Y,1719,1,6,2,4,2,473,N,15,324000
441,RL,105.0,15431,Reg,NridgHt,Norm,1Fam,1Story,2000,PConc,Y,2402,2,10,2,3,3,672,N,1,555000
1388,RM,60.0,8520,Reg,OldTown,Artery,1Fam,1.5Fin,714,BrkTil,N,2526,5,10,1,2,1,216,Y,91,136000
1324,RL,50.0,5330,Reg,BrkSide,Norm,1Fam,1Story,420,CBlock,Y,708,2,5,0,1,0,0,Y,69,82500
62,RM,60.0,7200,Reg,IDOTRR,Norm,1Fam,2.5Unf,530,BrkTil,N,1111,3,6,0,1,1,288,Y,87,101000
619,RL,90.0,11694,Reg,NridgHt,Norm,1Fam,1Story,1822,PConc,Y,1828,3,9,1,2,3,774,N,0,314813
871,RL,60.0,6600,Reg,NAmes,PosN,1Fam,1Story,894,CBlock,N,894,2,5,0,1,1,308,N,47,109500
93,RL,80.0,13360,IR1,Crawfor,Norm,1Fam,1Story,876,BrkTil,Y,964,2,5,0,2,2,432,Y,88,163500
818,RL,0.0,13265,IR1,Mitchel,Norm,1Fam,1Story,1568,PConc,Y,1689,3,7,2,3,3,857,N,6,271000
303,RL,118.0,13704,IR1,CollgCr,Norm,1Fam,1Story,1541,PConc,Y,1541,3,6,1,2,3,843,Y,5,205000
1455,FV,62.0,7500,Reg,Somerst,Norm,1Fam,1Story,1221,PConc,Y,1221,2,6,0,3,2,400,Y,5,185000
41,RL,84.0,8658,Reg,NAmes,Norm,1Fam,1Story,1088,CBlock,Y,1324,3,6,1,2,2,440,N,41,160000
960,FV,24.0,2572,Reg,Somerst,Norm,Twnhs,2Story,696,PConc,Y,1416,3,6,0,4,2,484,N,11,155000
76,RM,21.0,1596,Reg,MeadowV,Norm,Twnhs,SLvl,462,CBlock,Y,988,2,5,0,2,1,297,N,36,91000
1390,RM,60.0,6000,Reg,BrkSide,Norm,1Fam,1.5Fin,735,BrkTil,Y,1218,3,6,1,2,2,440,Y,66,131000
1255,RL,60.0,6931,Reg,Edwards,Norm,1Fam,2Story,746,PConc,Y,1656,3,7,1,3,2,397,Y,5,165400
690,RL,61.0,7577,IR1,NridgHt,Norm,TwnhsE,1Story,1362,PConc,Y,1362,2,6,1,2,2,460,Y,2,194700
649,RL,70.0,7700,Reg,NAmes,PosN,1Fam,2Story,756,CBlock,Y,1839,4,7,1,2,2,442,N,44,155000
248,RL,75.0,11310,Reg,NAmes,Norm,1Fam,1Story,1367,CBlock,Y,1375,2,5,1,1,2,451,N,52,140000
1309,RM,100.0,12000,Reg,OldTown,Norm,1Fam,1Story,924,CBlock,Y,1122,2,6,0,2,2,528,Y,60,147000
1165,RL,0.0,16157,IR1,Veenker,Feedr,1Fam,SLvl,1360,PConc,Y,1432,2,5,1,3,2,588,N,29,194000
709,RL,65.0,9018,IR1,Gilbert,Norm,1Fam,2Story,728,PConc,Y,1456,3,8,1,3,2,400,N,0,179540
187,RL,0.0,9947,IR1,Mitchel,Norm,1Fam,SLvl,1188,PConc,Y,1217,3,6,0,3,2,497,Y,19,173000
157,RL,60.0,7200,Reg,NAmes,Norm,1Fam,1Story,0,CBlock,Y,1040,2,5,0,1,2,625,N,56,109500
915,FV,30.0,3000,Reg,Somerst,Norm,TwnhsE,2Story,612,PConc,Y,1224,2,4,0,3,2,528,N,0,173733
9,RM,51.0,6120,Reg,OldTown,Artery,1Fam,1.5Fin,952,BrkTil,Y,1774,2,8,2,2,2,468,Y,77,129900
391,RL,50.0,8405,Reg,Edwards,Norm,1Fam,1.5Fin,861,BrkTil,Y,1367,4,7,0,2,1,384,Y,100,119000
1334,RM,60.0,7200,Reg,IDOTRR,Norm,1Fam,1.5Fin,803,CBlock,Y,1360,2,6,0,2,1,297,Y,68,125500
1442,RM,0.0,4426,Reg,CollgCr,Norm,TwnhsE,1Story,848,PConc,Y,848,1,3,1,2,2,420,N,4,149300
620,RL,85.0,12244,Reg,Timber,Norm,1Fam,2Story,1482,PConc,Y,2262,4,10,2,4,3,749,N,5,305000
772,RL,67.0,8877,Reg,Edwards,Norm,1Fam,1Story,836,CBlock,Y,1220,2,6,0,1,2,396,N,55,102000
466,RM,0.0,3072,Reg,Blmngtn,Norm,TwnhsE,1Story,1375,PConc,Y,1414,2,6,1,2,2,398,N,2,178740
1249,RM,60.0,9600,Reg,OldTown,Norm,1Fam,2.5Unf,735,BrkTil,N,2058,3,8,1,2,2,396,Y,91,129500
432,RM,60.0,5586,IR1,OldTown,Feedr,1Fam,1.5Fin,901,BrkTil,Y,1198,4,7,0,1,0,0,Y,88,79900
1289,RL,40.0,5664,IR1,StoneBr,Norm,TwnhsE,1Story,1501,PConc,Y,1659,2,5,1,3,2,499,N,9,278000
1121,RM,59.0,8263,Reg,IDOTRR,Norm,1Fam,1Story,1012,BrkTil,Y,1012,2,6,1,1,1,308,Y,87,118400
1032,RL,102.0,15863,Reg,SWISU,Norm,1Fam,2.5Fin,824,BrkTil,Y,3000,5,10,2,4,2,672,Y,89,197000
704,RM,76.0,7630,Reg,OldTown,Feedr,2fmCon,2Story,360,BrkTil,Y,1812,4,8,1,2,2,672,Y,100,140000
642,FV,0.0,7050,Reg,Somerst,Norm,1Fam,2Story,1057,PConc,Y,1929,3,7,1,4,2,650,N,6,226000
1332,RL,55.0,10780,IR1,CollgCr,Norm,1Fam,SLvl,911,CBlock,Y,954,3,6,0,1,2,576,N,30,132500
541,RL,85.0,14601,Reg,Timber,Norm,1Fam,1Story,1838,PConc,Y,1838,2,8,1,3,3,765,N,3,315000
1162,RL,0.0,14778,IR1,Crawfor,PosN,1Fam,1Story,1296,CBlock,Y,1640,3,7,1,2,2,924,Y,54,224000
864,RL,70.0,7931,Reg,NAmes,Norm,1Fam,1Story,1148,CBlock,Y,1148,3,6,0,2,1,672,N,50,132500
1102,RL,61.0,9758,IR1,NAmes,Norm,1Fam,1Story,950,CBlock,Y,950,3,5,0,1,1,280,N,36,119500
507,RL,80.0,9554,IR1,SawyerW,Norm,1Fam,2Story,777,PConc,Y,1911,3,8,1,3,2,471,Y,13,215000
547,RL,70.0,8737,IR1,BrkSide,Norm,1Fam,1.5Fin,1065,BrkTil,Y,1635,3,6,1,2,2,440,Y,84,210000
1052,RL,103.0,11175,IR1,CollgCr,Norm,1Fam,1Story,1316,PConc,Y,1316,3,6,1,2,2,440,N,0,200141
998,RL,0.0,11717,IR1,NWAmes,PosA,1Fam,1Story,1442,CBlock,Y,1442,2,6,1,2,2,615,N,39,185000
1358,RL,0.0,12537,IR1,NAmes,Norm,1Fam,1Story,1078,CBlock,Y,1078,3,6,1,3,2,500,Y,39,149900
868,RL,85.0,6970,Reg,Sawyer,Feedr,1Fam,1Story,1040,CBlock,Y,1120,3,5,0,3,2,544,N,46,129000
1117,RL,0.0,7750,Reg,Gilbert,Norm,1Fam,SLvl,408,PConc,Y,1419,3,7,1,4,2,527,N,7,184100
